ID,X,MolWt_X,LogP_X,NumHDonors_X,NumHAcceptors_X,TPSA_X
DB00655,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,270.372,3.8174,1,2,37.3
DB06781,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,508.558,3.5195,1,7,106.97
DB00635,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,358.434,1.7658,2,5,91.67
DB08970,[H][C@@]12CC(=C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,390.451,1.8158,3,5,94.83
DB00394,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,521.05,4.0868,1,7,106.97
DB09091,[H][C@@]12CC[C@](O)(C(=O)CS)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,378.534,2.7191,3,5,74.6
DB01047,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,494.531,2.9376,1,7,99.13
DB01410,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C,540.697,4.7039,1,7,99.13
DB01380,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,402.487,2.5606,1,6,97.74
DB00240,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C,408.922,2.0209,3,5,94.83
DB00687,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,380.456,1.8737,3,5,94.83
DB00180,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,434.504,2.2747,2,6,93.06
DB00620,[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,394.439,0.6205,4,6,115.06
DB00591,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,452.494,2.3668,2,6,93.06
DB01384,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,392.467,1.7516,3,5,94.83
DB01130,[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,488.577,3.6993,1,8,116.2
DB00896,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,370.533,4.4965,1,3,54.37
DB00443,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,392.467,1.8957,3,5,94.83
DB11921,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O,441.524,2.5632,1,7,102.26
DB01260,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,416.514,2.3267,2,6,93.06
DB00288,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,502.579,3.5238,1,7,99.13
DB04574,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OS(O)(=O)=O)C=C3,350.436,3.2934,1,4,80.67
DB00959,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,374.477,1.8036,3,5,94.83
DB02187,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC=C21)C=C(O)C=C3,268.356,3.7375,1,2,37.3
DB00596,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,428.903,3.0902,2,4,74.6
DB00873,[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,394.895,2.7357,2,5,83.83
DB06786,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,454.966,3.8893,1,5,72.83
DB08905,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,302.414,3.9731,1,3,54.37
DB08971,[H][C@@]1(C)C[C@@]2([H])[C@]3([H])C[C@]([H])(F)C4=CC(=O)C=C[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]2(C)[C@@]1([H])C(=O)CO,376.468,2.6367,2,4,74.6
DB00846,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,436.52,2.4987,2,6,93.06
DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,430.541,2.7168,2,6,93.06
DB09095,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,394.458,2.7288,2,4,74.6
DB00253,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,344.495,3.9403,1,3,54.37
DB00838,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,410.913,2.9981,2,4,74.6
DB00741,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,362.466,1.7816,3,5,94.83
DB00324,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,376.468,2.9233,2,4,74.6
DB13158,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,408.897,3.3504,1,4,71.44
DB00937,CCN(CC)C(C)C(=O)C1=CC=CC=C1,205.301,2.5996,0,2,20.31
DB00191,CC(C)(N)CC1=CC=CC=C1,149.237,1.9664,1,1,26.02
DB09352,CC(N)CC1=CC=C(O)C=C1,151.209,1.2819,2,2,46.25
DB01255,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN,263.385,1.1901,3,3,81.14
DB01576,C[C@H](N)CC1=CC=CC=C1,135.21,1.5763,1,1,26.02
DB00399,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,272.09,-1.1154,5,5,153.11
DB00884,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,283.113,-0.3744,5,4,148.18
DB01133,OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O,318.611,2.0711,4,3,115.06
DB09138,O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O,305.906216,-4.8806,0,6,189.38
DB00630,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,249.096,-1.2732,6,4,161.31
DB01077,CC(O)(P(O)(O)=O)P(O)(O)=O,206.027,-0.9922,5,3,135.29
DB00282,NCCC(O)(P(O)(O)=O)P(O)(O)=O,235.069,-1.6633,6,4,161.31
DB00720,OP(O)(=O)C(Cl)(Cl)P(O)(O)=O,244.891,0.4307,4,2,115.06
DB06707,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1,183.207,0.4784,4,4,86.71
DB00368,NC[C@H](O)C1=CC(O)=C(O)C=C1,169.18,0.0899,4,4,86.71
DB00449,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1,351.443,2.8424,2,6,84.86
DB00217,CN\C(NCC1=CC=CC=C1)=N/C,177.251,0.9814,2,1,36.42
DB00865,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,239.362,3.7496,0,1,3.24
DB00668,CNC[C@H](O)C1=CC(O)=C(O)C=C1,183.207,0.3506,4,4,72.72
DB06262,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,213.189,-0.4569,5,5,124.01
DB06694,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,244.382,3.14514,1,2,24.39
DB01210,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O,291.391,2.3334,2,4,58.56
DB06711,C(C1=NCCN1)C1=CC=CC2=CC=CC=C12,210.28,2.384,1,2,24.39
DB04948,CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,259.136,2.7624,1,3,33.62
DB00935,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,260.381,2.85074,2,3,44.62
DB09242,COC1=NC(C)=NC(Cl)=C1NC1=NCCN1,241.682,0.81812,2,6,71.43
DB00629,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,231.086,1.6007,2,2,76.76
DB01577,CN[C@@H](C)CC1=CC=CC=C1,149.237,1.837,1,1,12.03
DB00852,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,165.236,1.3279,2,2,32.26
DB00960,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,248.326,1.9056,3,3,57.28
DB00968,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,211.217,0.4423,4,4,103.78
DB00436,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,421.422,1.6254,3,5,118.36
DB01214,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1,309.406,2.27486,2,5,67.79
DB01203,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,309.406,0.6348,4,5,81.95
DB00390,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,780.949,2.2181,6,14,203.06
DB00571,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,259.349,2.5775,2,3,41.49
DB08981,OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,254.285,3.4011,1,2,54.37
DB00939,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,296.153,4.74362,2,2,49.33
DB01283,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1,293.725,4.15822,2,2,49.33
DB00500,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,257.289,2.19162,1,3,59.3
DB00469,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,337.382,1.6425,2,6,99.6
DB01401,[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,539.82,-1.4288,4,10,201.31
DB00179,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1,302.37,3.5664,4,4,80.92
DB01628,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O,358.85,4.17592,0,4,59.92
DB00870,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,260.314,3.1672,1,3,54.37
DB00712,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,244.265,3.6808,1,1,37.3
DB00328,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,357.793,3.92732,1,4,68.53
DB03585,CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,324.38,3.4934,1,3,60.85
DB06196,[H][C@]12C[C@]([H])(N(C(=O)[C@@]3([H])CC4=C(CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)[C@]3([H])C[C@@H](O)CN3C(=O)[C@@H]3CCCN3C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](N)CCCNC(N)=N)C=CC=C4)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,1304.548,-4.39399,18,17,516.22
DB13167,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,226.659,2.5319,1,2,46.53
DB00749,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1,287.359,3.383,2,2,62.32
DB09215,CN1C2=C(OC(=O)N(C2=O)C2=CC=CC=N2)C2=CC=CC=C2S1(=O)=O,357.347,0.9912,0,7,102.48
DB05676,CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O,460.508,2.4342,1,7,119.08
DB09216,CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O,261.708,4.09022,2,2,49.33
DB06725,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,371.827,2.2959,2,6,99.6
DB00963,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,334.169,2.8894,2,3,80.39
DB09288,CCN(CC)CC(=O)OC1=CC=C(NC(C)=O)C=C1,264.325,1.8922,1,4,58.64
DB08439,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1,370.43,3.53192,1,5,89.27
DB00812,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,308.381,3.7878,0,2,40.62
DB13783,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O,415.829,3.47052,1,6,94.83
DB08880,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,270.21,2.99948,2,3,73.12
DB00461,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,228.291,3.37,0,2,26.3
DB08991,COC1=CC(C)=NN1C1=NC(C)=CC(OC)=N1,234.259,1.29634,0,6,62.06
DB00465,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,255.273,2.291,1,3,59.3
DB01399,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,258.229,2.3096,2,4,83.83
DB06736,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,354.189,3.9073,2,4,75.63
DB04552,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,282.221,3.5422,2,3,62.22
DB06737,CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1,298.363,3.7647,1,3,54.37
DB00788,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,230.263,3.0365,1,2,46.53
DB00337,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,810.466,5.7194,2,11,158.13
DB01435,CN1N(C(=O)C=C1C)C1=CC=CC=C1,188.23,1.48442,0,3,26.93
DB00814,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,351.409,1.95092,2,6,99.6
DB09218,CC1=C(NC2=C(C=CC=N2)C(O)=O)C=CC=C1Cl,262.696,3.48522,2,3,62.22
DB00554,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,331.353,1.581,2,5,99.6
DB00573,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,242.274,3.667,1,2,46.53
DB00991,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,293.322,4.0258,1,3,63.33
DB08797,NC(=O)C1=CC=CC=C1O,137.138,0.4911,2,2,63.32
DB09212,CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1,246.306,2.7864,1,2,54.37
DB00744,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,236.296,2.7322,2,3,66.56
DB08976,OCC(O)COC(=O)C1=CC=CC=C1NC1=CC=NC2=C(C=CC=C12)C(F)(F)F,406.36,3.5072,3,6,91.68
DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,206.285,3.0732,1,1,37.3
DB08984,OCCOCCOC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F,369.339,3.6147,2,5,67.79
DB00586,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,296.153,4.3641,2,2,49.33
DB06802,NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N,254.289,1.5276,2,3,86.18
DB00795,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,398.4,3.7016,3,7,141.31
DB09084,CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12,309.413,3.4151,0,4,30.29
DB01009,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,254.285,3.1057,1,2,54.37
DB00784,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,241.29,3.74524,2,2,49.33
DB00605,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,356.418,4.3655,1,2,54.37
DB04951,CC1=CN(C(=O)C=C1)C1=CC=CC=C1,185.226,2.14592,0,2,22
DB00688,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,433.501,2.52402,1,8,94.53
DB01097,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,270.21,3.25412,1,3,55.13
DB00210,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2,412.529,6.6814,1,2,46.53
DB06700,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,263.381,2.7326,2,3,43.7
DB08918,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1,246.354,1.7714,1,2,46.33
DB09289,CN1C2=CC=CC=C2C(NCCCCCCC(O)=O)C2=C(C=C(Cl)C=C2)S1(=O)=O,436.961,4.1926,2,4,86.71
DB04896,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,246.354,1.7714,1,2,46.33
DB01024,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,320.341,2.73322,2,5,93.06
DB01397,[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,298.533,-0.8694,2,6,120.72
DB01297,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,266.341,1.3827,3,4,70.59
DB09292,CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O,411.498,3.835,2,4,92.7
DB00488,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,210.285,0.0696,0,6,48.39
DB00966,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,514.629,7.26442,1,5,72.94
DB01282,[H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,988.179,-2.5009,10,13,362.51
DB01340,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,417.506,1.5955,2,6,99.18
DB00796,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1,610.671,6.3191,1,11,143.34
DB09204,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O,371.553,2.8116,3,7,88.24
DB01158,CC[N+](C)(C)CC1=CC=CC=C1Br,243.168,3.0454,0,0,0
DB08931,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2,422.424,2.4427,2,9,138.07
DB01295,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1,345.439,2.58422,2,5,59.95
DB00727,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,227.085,-1.0201,0,9,157.11
DB00275,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,446.511,3.6566,3,7,129.81
DB01020,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,191.139,-1.2782,1,6,91.06
DB00325,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,215.941,0.2985,0,7,148.38
DB00310,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,338.772,0.9242,3,4,109.49
DB09026,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1,551.769,3.2935,4,7,146.13
DB00742,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,182.172,-3.5854,6,6,121.38
DB09112,ON=O,47.013,0.142,1,2,49.66
DB00964,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,245.113,1.9467,3,4,62.44
DB00755,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,300.442,5.6026,1,1,37.3
DB00883,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,236.136,-1.0622,0,8,123.2
DB00232,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,360.244,0.5983,2,5,109.57
DB00722,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,405.495,1.2352,4,5,132.96
DB00631,[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12,303.681,-0.3494,3,8,119.31
DB04920,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,456.322,4.2452,1,7,90.93
DB00393,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,418.446,2.9708,1,8,117
DB01023,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,384.259,3.9643,1,5,64.63
DB00350,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,209.253,-0.1303,2,5,95.11
DB01144,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O,305.164,0.2882,2,4,120.32
DB00584,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,376.453,1.6046,2,5,95.94
DB00876,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O,424.522,4.7444,2,5,92.42
DB00594,NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,229.631,-1.08233,5,6,156.79
DB09236,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,455.551,4.4025,1,7,90.93
DB01229,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,853.918,3.7357,4,14,221.29
DB00401,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,388.42,3.2018,1,7,107.77
DB00384,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,253.269,0.8334,3,7,129.62
DB08941,C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1,301.386,2.8712,3,4,61.72
DB00999,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,297.745,-0.3513,3,5,118.36
DB09477,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O,348.399,1.1261,3,4,106.94
DB01143,NCCCNCCSP(O)(O)=O,214.227,-0.2493,4,4,95.58
